 human_inf_a_1: "£unit_1£ Human Archer"
 fallen_arakkoa_art_b_5DESCR: ""

 ethereal_inf_a_1: "£unit_1£ Ethereal Archer"
 ethereal_inf_a_1DESCR: ""
 ethereal_inf_b_1: "£unit_1£ Ethereal Warrior"
 ethereal_inf_b_1DESCR: ""
 ethereal_inf_c_1: "£unit_1£ Ethereal Spellcaster"
 ethereal_inf_c_1DESCR: ""
 ethereal_cav_a_1: "£unit_1£ Ethereal Light Cavalry"
 ethereal_cav_a_1DESCR: ""
 ethereal_cav_b_1: "£unit_1£ Ethereal Heavy Cavalry"
 ethereal_cav_b_1DESCR: ""
 ethereal_art_a_1: "£unit_1£ Ethereal Catapult"
 ethereal_art_a_1DESCR: ""
 ethereal_art_b_1: "£unit_1£ Ethereal Trebuchet"
 ethereal_art_b_1DESCR: ""
 ethereal_inf_a_2: "£unit_2£ Ethereal Archer"
 ethereal_inf_a_2DESCR: ""
 ethereal_inf_b_2: "£unit_2£ Ethereal Warrior"
 ethereal_inf_b_2DESCR: ""
 ethereal_inf_c_2: "£unit_2£ Ethereal Spellcaster"
 ethereal_inf_c_2DESCR: ""
 ethereal_cav_a_2: "£unit_2£ Ethereal Light Cavalry"
 ethereal_cav_a_2DESCR: ""
 ethereal_cav_b_2: "£unit_2£ Ethereal Heavy Cavalry"
 ethereal_cav_b_2DESCR: ""
 ethereal_art_a_2: "£unit_2£ Ethereal Catapult"
 ethereal_art_a_2DESCR: ""
 ethereal_art_b_2: "£unit_2£ Ethereal Trebuchet"
 ethereal_art_b_2DESCR: ""
 ethereal_inf_a_3: "£unit_3£ Ethereal Archer"
 ethereal_inf_a_3DESCR: ""
 ethereal_inf_b_3: "£unit_3£ Ethereal Warrior"
 ethereal_inf_b_3DESCR: ""
 ethereal_inf_c_3: "£unit_3£ Ethereal Spellcaster"
 ethereal_inf_c_3DESCR: ""
 ethereal_cav_a_3: "£unit_3£ Ethereal Light Cavalry"
 ethereal_cav_a_3DESCR: ""
 ethereal_cav_b_3: "£unit_3£ Ethereal Heavy Cavalry"
 ethereal_cav_b_3DESCR: ""
 ethereal_art_a_3: "£unit_3£ Ethereal Catapult"
 ethereal_art_a_3DESCR: ""
 ethereal_art_b_3: "£unit_3£ Ethereal Trebuchet"
 ethereal_art_b_3DESCR: ""
 ethereal_inf_a_4: "£unit_4£ Ethereal Archer"
 ethereal_inf_a_4DESCR: ""
 ethereal_inf_b_4: "£unit_4£ Ethereal Warrior"
 ethereal_inf_b_4DESCR: ""
 ethereal_inf_c_4: "£unit_4£ Ethereal Spellcaster"
 ethereal_inf_c_4DESCR: ""
 ethereal_cav_a_4: "£unit_4£ Ethereal Light Cavalry"
 ethereal_cav_a_4DESCR: ""
 ethereal_cav_b_4: "£unit_4£ Ethereal Heavy Cavalry"
 ethereal_cav_b_4DESCR: ""
 ethereal_art_a_4: "£unit_4£ Ethereal Catapult"
 ethereal_art_a_4DESCR: ""
 ethereal_art_b_4: "£unit_4£ Ethereal Trebuchet"
 ethereal_art_b_4DESCR: ""
 ethereal_inf_a_5: "£unit_5£ Ethereal Archer"
 ethereal_inf_a_5DESCR: ""
 ethereal_inf_b_5: "£unit_5£ Ethereal Warrior"
 ethereal_inf_b_5DESCR: ""
 ethereal_inf_c_5: "£unit_5£ Ethereal Spellcaster"
 ethereal_inf_c_5DESCR: ""
 ethereal_cav_a_5: "£unit_5£ Ethereal Light Cavalry"
 ethereal_cav_a_5DESCR: ""
 ethereal_cav_b_5: "£unit_5£ Ethereal Heavy Cavalry"
 ethereal_cav_b_5DESCR: ""
 ethereal_art_a_5: "£unit_5£ Ethereal Catapult"
 ethereal_art_a_5DESCR: ""
 ethereal_art_b_5: "£unit_5£ Ethereal Trebuchet"
 ethereal_art_b_5DESCR: ""

 sethrak_inf_a_1: "£unit_1£ Sethrak Archer"
 sethrak_inf_a_1DESCR: ""
 sethrak_inf_b_1: "£unit_1£ Sethrak Warrior"
 sethrak_inf_b_1DESCR: ""
 sethrak_inf_c_1: "£unit_1£ Sethrak Spellcaster"
 sethrak_inf_c_1DESCR: ""
 sethrak_cav_a_1: "£unit_1£ Sethrak Light Cavalry"
 sethrak_cav_a_1DESCR: ""
 sethrak_cav_b_1: "£unit_1£ Sethrak Heavy Cavalry"
 sethrak_cav_b_1DESCR: ""
 sethrak_art_a_1: "£unit_1£ Sethrak Catapult"
 sethrak_art_a_1DESCR: ""
 sethrak_art_b_1: "£unit_1£ Sethrak Trebuchet"
 sethrak_art_b_1DESCR: ""
 sethrak_inf_a_2: "£unit_2£ Sethrak Archer"
 sethrak_inf_a_2DESCR: ""
 sethrak_inf_b_2: "£unit_2£ Sethrak Warrior"
 sethrak_inf_b_2DESCR: ""
 sethrak_inf_c_2: "£unit_2£ Sethrak Spellcaster"
 sethrak_inf_c_2DESCR: ""
 sethrak_cav_a_2: "£unit_2£ Sethrak Light Cavalry"
 sethrak_cav_a_2DESCR: ""
 sethrak_cav_b_2: "£unit_2£ Sethrak Heavy Cavalry"
 sethrak_cav_b_2DESCR: ""
 sethrak_art_a_2: "£unit_2£ Sethrak Catapult"
 sethrak_art_a_2DESCR: ""
 sethrak_art_b_2: "£unit_2£ Sethrak Trebuchet"
 sethrak_art_b_2DESCR: ""
 sethrak_inf_a_3: "£unit_3£ Sethrak Archer"
 sethrak_inf_a_3DESCR: ""
 sethrak_inf_b_3: "£unit_3£ Sethrak Warrior"
 sethrak_inf_b_3DESCR: ""
 sethrak_inf_c_3: "£unit_3£ Sethrak Spellcaster"
 sethrak_inf_c_3DESCR: ""
 sethrak_cav_a_3: "£unit_3£ Sethrak Light Cavalry"
 sethrak_cav_a_3DESCR: ""
 sethrak_cav_b_3: "£unit_3£ Sethrak Heavy Cavalry"
 sethrak_cav_b_3DESCR: ""
 sethrak_art_a_3: "£unit_3£ Sethrak Catapult"
 sethrak_art_a_3DESCR: ""
 sethrak_art_b_3: "£unit_3£ Sethrak Trebuchet"
 sethrak_art_b_3DESCR: ""
 sethrak_inf_a_4: "£unit_4£ Sethrak Archer"
 sethrak_inf_a_4DESCR: ""
 sethrak_inf_b_4: "£unit_4£ Sethrak Warrior"
 sethrak_inf_b_4DESCR: ""
 sethrak_inf_c_4: "£unit_4£ Sethrak Spellcaster"
 sethrak_inf_c_4DESCR: ""
 sethrak_cav_a_4: "£unit_4£ Sethrak Light Cavalry"
 sethrak_cav_a_4DESCR: ""
 sethrak_cav_b_4: "£unit_4£ Sethrak Heavy Cavalry"
 sethrak_cav_b_4DESCR: ""
 sethrak_art_a_4: "£unit_4£ Sethrak Catapult"
 sethrak_art_a_4DESCR: ""
 sethrak_art_b_4: "£unit_4£ Sethrak Trebuchet"
 sethrak_art_b_4DESCR: ""
 sethrak_inf_a_5: "£unit_5£ Sethrak Archer"
 sethrak_inf_a_5DESCR: ""
 sethrak_inf_b_5: "£unit_5£ Sethrak Warrior"
 sethrak_inf_b_5DESCR: ""
 sethrak_inf_c_5: "£unit_5£ Sethrak Spellcaster"
 sethrak_inf_c_5DESCR: ""
 sethrak_cav_a_5: "£unit_5£ Sethrak Light Cavalry"
 sethrak_cav_a_5DESCR: ""
 sethrak_cav_b_5: "£unit_5£ Sethrak Heavy Cavalry"
 sethrak_cav_b_5DESCR: ""
 sethrak_art_a_5: "£unit_5£ Sethrak Catapult"
 sethrak_art_a_5DESCR: ""
 sethrak_art_b_5: "£unit_5£ Sethrak Trebuchet"
 sethrak_art_b_5DESCR: ""

 sporeling_inf_a_1: "£unit_1£ Sporeling Archer"
 sporeling_inf_a_1DESCR: ""
 sporeling_inf_b_1: "£unit_1£ Sporeling Warrior"
 sporeling_inf_b_1DESCR: ""
 sporeling_inf_c_1: "£unit_1£ Sporeling Spellcaster"
 sporeling_inf_c_1DESCR: ""
 sporeling_cav_a_1: "£unit_1£ Sporeling Light Cavalry"
 sporeling_cav_a_1DESCR: ""
 sporeling_cav_b_1: "£unit_1£ Sporeling Heavy Cavalry"
 sporeling_cav_b_1DESCR: ""
 sporeling_art_a_1: "£unit_1£ Sporeling Catapult"
 sporeling_art_a_1DESCR: ""
 sporeling_art_b_1: "£unit_1£ Sporeling Trebuchet"
 sporeling_art_b_1DESCR: ""
 sporeling_inf_a_2: "£unit_2£ Sporeling Archer"
 sporeling_inf_a_2DESCR: ""
 sporeling_inf_b_2: "£unit_2£ Sporeling Warrior"
 sporeling_inf_b_2DESCR: ""
 sporeling_inf_c_2: "£unit_2£ Sporeling Spellcaster"
 sporeling_inf_c_2DESCR: ""
 sporeling_cav_a_2: "£unit_2£ Sporeling Light Cavalry"
 sporeling_cav_a_2DESCR: ""
 sporeling_cav_b_2: "£unit_2£ Sporeling Heavy Cavalry"
 sporeling_cav_b_2DESCR: ""
 sporeling_art_a_2: "£unit_2£ Sporeling Catapult"
 sporeling_art_a_2DESCR: ""
 sporeling_art_b_2: "£unit_2£ Sporeling Trebuchet"
 sporeling_art_b_2DESCR: ""
 sporeling_inf_a_3: "£unit_3£ Sporeling Archer"
 sporeling_inf_a_3DESCR: ""
 sporeling_inf_b_3: "£unit_3£ Sporeling Warrior"
 sporeling_inf_b_3DESCR: ""
 sporeling_inf_c_3: "£unit_3£ Sporeling Spellcaster"
 sporeling_inf_c_3DESCR: ""
 sporeling_cav_a_3: "£unit_3£ Sporeling Light Cavalry"
 sporeling_cav_a_3DESCR: ""
 sporeling_cav_b_3: "£unit_3£ Sporeling Heavy Cavalry"
 sporeling_cav_b_3DESCR: ""
 sporeling_art_a_3: "£unit_3£ Sporeling Catapult"
 sporeling_art_a_3DESCR: ""
 sporeling_art_b_3: "£unit_3£ Sporeling Trebuchet"
 sporeling_art_b_3DESCR: ""
 sporeling_inf_a_4: "£unit_4£ Sporeling Archer"
 sporeling_inf_a_4DESCR: ""
 sporeling_inf_b_4: "£unit_4£ Sporeling Warrior"
 sporeling_inf_b_4DESCR: ""
 sporeling_inf_c_4: "£unit_4£ Sporeling Spellcaster"
 sporeling_inf_c_4DESCR: ""
 sporeling_cav_a_4: "£unit_4£ Sporeling Light Cavalry"
 sporeling_cav_a_4DESCR: ""
 sporeling_cav_b_4: "£unit_4£ Sporeling Heavy Cavalry"
 sporeling_cav_b_4DESCR: ""
 sporeling_art_a_4: "£unit_4£ Sporeling Catapult"
 sporeling_art_a_4DESCR: ""
 sporeling_art_b_4: "£unit_4£ Sporeling Trebuchet"
 sporeling_art_b_4DESCR: ""
 sporeling_inf_a_5: "£unit_5£ Sporeling Archer"
 sporeling_inf_a_5DESCR: ""
 sporeling_inf_b_5: "£unit_5£ Sporeling Warrior"
 sporeling_inf_b_5DESCR: ""
 sporeling_inf_c_5: "£unit_5£ Sporeling Spellcaster"
 sporeling_inf_c_5DESCR: ""
 sporeling_cav_a_5: "£unit_5£ Sporeling Light Cavalry"
 sporeling_cav_a_5DESCR: ""
 sporeling_cav_b_5: "£unit_5£ Sporeling Heavy Cavalry"
 sporeling_cav_b_5DESCR: ""
 sporeling_art_a_5: "£unit_5£ Sporeling Catapult"
 sporeling_art_a_5DESCR: ""
 sporeling_art_b_5: "£unit_5£ Sporeling Trebuchet"
 sporeling_art_b_5DESCR: ""

 saberon_inf_a_1: "£unit_1£ Saberon Archer"
 saberon_inf_a_1DESCR: ""
 saberon_inf_b_1: "£unit_1£ Saberon Warrior"
 saberon_inf_b_1DESCR: ""
 saberon_inf_c_1: "£unit_1£ Saberon Spellcaster"
 saberon_inf_c_1DESCR: ""
 saberon_cav_a_1: "£unit_1£ Saberon Light Cavalry"
 saberon_cav_a_1DESCR: ""
 saberon_cav_b_1: "£unit_1£ Saberon Heavy Cavalry"
 saberon_cav_b_1DESCR: ""
 saberon_art_a_1: "£unit_1£ Saberon Catapult"
 saberon_art_a_1DESCR: ""
 saberon_art_b_1: "£unit_1£ Saberon Trebuchet"
 saberon_art_b_1DESCR: ""
 saberon_inf_a_2: "£unit_2£ Saberon Archer"
 saberon_inf_a_2DESCR: ""
 saberon_inf_b_2: "£unit_2£ Saberon Warrior"
 saberon_inf_b_2DESCR: ""
 saberon_inf_c_2: "£unit_2£ Saberon Spellcaster"
 saberon_inf_c_2DESCR: ""
 saberon_cav_a_2: "£unit_2£ Saberon Light Cavalry"
 saberon_cav_a_2DESCR: ""
 saberon_cav_b_2: "£unit_2£ Saberon Heavy Cavalry"
 saberon_cav_b_2DESCR: ""
 saberon_art_a_2: "£unit_2£ Saberon Catapult"
 saberon_art_a_2DESCR: ""
 saberon_art_b_2: "£unit_2£ Saberon Trebuchet"
 saberon_art_b_2DESCR: ""
 saberon_inf_a_3: "£unit_3£ Saberon Archer"
 saberon_inf_a_3DESCR: ""
 saberon_inf_b_3: "£unit_3£ Saberon Warrior"
 saberon_inf_b_3DESCR: ""
 saberon_inf_c_3: "£unit_3£ Saberon Spellcaster"
 saberon_inf_c_3DESCR: ""
 saberon_cav_a_3: "£unit_3£ Saberon Light Cavalry"
 saberon_cav_a_3DESCR: ""
 saberon_cav_b_3: "£unit_3£ Saberon Heavy Cavalry"
 saberon_cav_b_3DESCR: ""
 saberon_art_a_3: "£unit_3£ Saberon Catapult"
 saberon_art_a_3DESCR: ""
 saberon_art_b_3: "£unit_3£ Saberon Trebuchet"
 saberon_art_b_3DESCR: ""
 saberon_inf_a_4: "£unit_4£ Saberon Archer"
 saberon_inf_a_4DESCR: ""
 saberon_inf_b_4: "£unit_4£ Saberon Warrior"
 saberon_inf_b_4DESCR: ""
 saberon_inf_c_4: "£unit_4£ Saberon Spellcaster"
 saberon_inf_c_4DESCR: ""
 saberon_cav_a_4: "£unit_4£ Saberon Light Cavalry"
 saberon_cav_a_4DESCR: ""
 saberon_cav_b_4: "£unit_4£ Saberon Heavy Cavalry"
 saberon_cav_b_4DESCR: ""
 saberon_art_a_4: "£unit_4£ Saberon Catapult"
 saberon_art_a_4DESCR: ""
 saberon_art_b_4: "£unit_4£ Saberon Trebuchet"
 saberon_art_b_4DESCR: ""
 saberon_inf_a_5: "£unit_5£ Saberon Archer"
 saberon_inf_a_5DESCR: ""
 saberon_inf_b_5: "£unit_5£ Saberon Warrior"
 saberon_inf_b_5DESCR: ""
 saberon_inf_c_5: "£unit_5£ Saberon Spellcaster"
 saberon_inf_c_5DESCR: ""
 saberon_cav_a_5: "£unit_5£ Saberon Light Cavalry"
 saberon_cav_a_5DESCR: ""
 saberon_cav_b_5: "£unit_5£ Saberon Heavy Cavalry"
 saberon_cav_b_5DESCR: ""
 saberon_art_a_5: "£unit_5£ Saberon Catapult"
 saberon_art_a_5DESCR: ""
 saberon_art_b_5: "£unit_5£ Saberon Trebuchet"
 saberon_art_b_5DESCR: ""

 tortollan_inf_a_1: "£unit_1£ Tortollan Archer"
 tortollan_inf_a_1DESCR: ""
 tortollan_inf_b_1: "£unit_1£ Tortollan Warrior"
 tortollan_inf_b_1DESCR: ""
 tortollan_inf_c_1: "£unit_1£ Tortollan Spellcaster"
 tortollan_inf_c_1DESCR: ""
 tortollan_cav_a_1: "£unit_1£ Tortollan Light Cavalry"
 tortollan_cav_a_1DESCR: ""
 tortollan_cav_b_1: "£unit_1£ Tortollan Heavy Cavalry"
 tortollan_cav_b_1DESCR: ""
 tortollan_art_a_1: "£unit_1£ Tortollan Catapult"
 tortollan_art_a_1DESCR: ""
 tortollan_art_b_1: "£unit_1£ Tortollan Trebuchet"
 tortollan_art_b_1DESCR: ""
 tortollan_inf_a_2: "£unit_2£ Tortollan Archer"
 tortollan_inf_a_2DESCR: ""
 tortollan_inf_b_2: "£unit_2£ Tortollan Warrior"
 tortollan_inf_b_2DESCR: ""
 tortollan_inf_c_2: "£unit_2£ Tortollan Spellcaster"
 tortollan_inf_c_2DESCR: ""
 tortollan_cav_a_2: "£unit_2£ Tortollan Light Cavalry"
 tortollan_cav_a_2DESCR: ""
 tortollan_cav_b_2: "£unit_2£ Tortollan Heavy Cavalry"
 tortollan_cav_b_2DESCR: ""
 tortollan_art_a_2: "£unit_2£ Tortollan Catapult"
 tortollan_art_a_2DESCR: ""
 tortollan_art_b_2: "£unit_2£ Tortollan Trebuchet"
 tortollan_art_b_2DESCR: ""
 tortollan_inf_a_3: "£unit_3£ Tortollan Archer"
 tortollan_inf_a_3DESCR: ""
 tortollan_inf_b_3: "£unit_3£ Tortollan Warrior"
 tortollan_inf_b_3DESCR: ""
 tortollan_inf_c_3: "£unit_3£ Tortollan Spellcaster"
 tortollan_inf_c_3DESCR: ""
 tortollan_cav_a_3: "£unit_3£ Tortollan Light Cavalry"
 tortollan_cav_a_3DESCR: ""
 tortollan_cav_b_3: "£unit_3£ Tortollan Heavy Cavalry"
 tortollan_cav_b_3DESCR: ""
 tortollan_art_a_3: "£unit_3£ Tortollan Catapult"
 tortollan_art_a_3DESCR: ""
 tortollan_art_b_3: "£unit_3£ Tortollan Trebuchet"
 tortollan_art_b_3DESCR: ""
 tortollan_inf_a_4: "£unit_4£ Tortollan Archer"
 tortollan_inf_a_4DESCR: ""
 tortollan_inf_b_4: "£unit_4£ Tortollan Warrior"
 tortollan_inf_b_4DESCR: ""
 tortollan_inf_c_4: "£unit_4£ Tortollan Spellcaster"
 tortollan_inf_c_4DESCR: ""
 tortollan_cav_a_4: "£unit_4£ Tortollan Light Cavalry"
 tortollan_cav_a_4DESCR: ""
 tortollan_cav_b_4: "£unit_4£ Tortollan Heavy Cavalry"
 tortollan_cav_b_4DESCR: ""
 tortollan_art_a_4: "£unit_4£ Tortollan Catapult"
 tortollan_art_a_4DESCR: ""
 tortollan_art_b_4: "£unit_4£ Tortollan Trebuchet"
 tortollan_art_b_4DESCR: ""
 tortollan_inf_a_5: "£unit_5£ Tortollan Archer"
 tortollan_inf_a_5DESCR: ""
 tortollan_inf_b_5: "£unit_5£ Tortollan Warrior"
 tortollan_inf_b_5DESCR: ""
 tortollan_inf_c_5: "£unit_5£ Tortollan Spellcaster"
 tortollan_inf_c_5DESCR: ""
 tortollan_cav_a_5: "£unit_5£ Tortollan Light Cavalry"
 tortollan_cav_a_5DESCR: ""
 tortollan_cav_b_5: "£unit_5£ Tortollan Heavy Cavalry"
 tortollan_cav_b_5DESCR: ""
 tortollan_art_a_5: "£unit_5£ Tortollan Catapult"
 tortollan_art_a_5DESCR: ""
 tortollan_art_b_5: "£unit_5£ Tortollan Trebuchet"
 tortollan_art_b_5DESCR: ""

 virmen_inf_a_1: "£unit_1£ Virmen Archer"
 virmen_inf_a_1DESCR: ""
 virmen_inf_b_1: "£unit_1£ Virmen Warrior"
 virmen_inf_b_1DESCR: ""
 virmen_inf_c_1: "£unit_1£ Virmen Spellcaster"
 virmen_inf_c_1DESCR: ""
 virmen_cav_a_1: "£unit_1£ Virmen Light Cavalry"
 virmen_cav_a_1DESCR: ""
 virmen_cav_b_1: "£unit_1£ Virmen Heavy Cavalry"
 virmen_cav_b_1DESCR: ""
 virmen_art_a_1: "£unit_1£ Virmen Catapult"
 virmen_art_a_1DESCR: ""
 virmen_art_b_1: "£unit_1£ Virmen Trebuchet"
 virmen_art_b_1DESCR: ""
 virmen_inf_a_2: "£unit_2£ Virmen Archer"
 virmen_inf_a_2DESCR: ""
 virmen_inf_b_2: "£unit_2£ Virmen Warrior"
 virmen_inf_b_2DESCR: ""
 virmen_inf_c_2: "£unit_2£ Virmen Spellcaster"
 virmen_inf_c_2DESCR: ""
 virmen_cav_a_2: "£unit_2£ Virmen Light Cavalry"
 virmen_cav_a_2DESCR: ""
 virmen_cav_b_2: "£unit_2£ Virmen Heavy Cavalry"
 virmen_cav_b_2DESCR: ""
 virmen_art_a_2: "£unit_2£ Virmen Catapult"
 virmen_art_a_2DESCR: ""
 virmen_art_b_2: "£unit_2£ Virmen Trebuchet"
 virmen_art_b_2DESCR: ""
 virmen_inf_a_3: "£unit_3£ Virmen Archer"
 virmen_inf_a_3DESCR: ""
 virmen_inf_b_3: "£unit_3£ Virmen Warrior"
 virmen_inf_b_3DESCR: ""
 virmen_inf_c_3: "£unit_3£ Virmen Spellcaster"
 virmen_inf_c_3DESCR: ""
 virmen_cav_a_3: "£unit_3£ Virmen Light Cavalry"
 virmen_cav_a_3DESCR: ""
 virmen_cav_b_3: "£unit_3£ Virmen Heavy Cavalry"
 virmen_cav_b_3DESCR: ""
 virmen_art_a_3: "£unit_3£ Virmen Catapult"
 virmen_art_a_3DESCR: ""
 virmen_art_b_3: "£unit_3£ Virmen Trebuchet"
 virmen_art_b_3DESCR: ""
 virmen_inf_a_4: "£unit_4£ Virmen Archer"
 virmen_inf_a_4DESCR: ""
 virmen_inf_b_4: "£unit_4£ Virmen Warrior"
 virmen_inf_b_4DESCR: ""
 virmen_inf_c_4: "£unit_4£ Virmen Spellcaster"
 virmen_inf_c_4DESCR: ""
 virmen_cav_a_4: "£unit_4£ Virmen Light Cavalry"
 virmen_cav_a_4DESCR: ""
 virmen_cav_b_4: "£unit_4£ Virmen Heavy Cavalry"
 virmen_cav_b_4DESCR: ""
 virmen_art_a_4: "£unit_4£ Virmen Catapult"
 virmen_art_a_4DESCR: ""
 virmen_art_b_4: "£unit_4£ Virmen Trebuchet"
 virmen_art_b_4DESCR: ""
 virmen_inf_a_5: "£unit_5£ Virmen Archer"
 virmen_inf_a_5DESCR: ""
 virmen_inf_b_5: "£unit_5£ Virmen Warrior"
 virmen_inf_b_5DESCR: ""
 virmen_inf_c_5: "£unit_5£ Virmen Spellcaster"
 virmen_inf_c_5DESCR: ""
 virmen_cav_a_5: "£unit_5£ Virmen Light Cavalry"
 virmen_cav_a_5DESCR: ""
 virmen_cav_b_5: "£unit_5£ Virmen Heavy Cavalry"
 virmen_cav_b_5DESCR: ""
 virmen_art_a_5: "£unit_5£ Virmen Catapult"
 virmen_art_a_5DESCR: ""
 virmen_art_b_5: "£unit_5£ Virmen Trebuchet"
 virmen_art_b_5DESCR: ""

 vulpera_inf_a_1: "£unit_1£ Vulpera Archer"
 vulpera_inf_a_1DESCR: ""
 vulpera_inf_b_1: "£unit_1£ Vulpera Warrior"
 vulpera_inf_b_1DESCR: ""
 vulpera_inf_c_1: "£unit_1£ Vulpera Spellcaster"
 vulpera_inf_c_1DESCR: ""
 vulpera_cav_a_1: "£unit_1£ Vulpera Light Cavalry"
 vulpera_cav_a_1DESCR: ""
 vulpera_cav_b_1: "£unit_1£ Vulpera Heavy Cavalry"
 vulpera_cav_b_1DESCR: ""
 vulpera_art_a_1: "£unit_1£ Vulpera Catapult"
 vulpera_art_a_1DESCR: ""
 vulpera_art_b_1: "£unit_1£ Vulpera Trebuchet"
 vulpera_art_b_1DESCR: ""
 vulpera_inf_a_2: "£unit_2£ Vulpera Archer"
 vulpera_inf_a_2DESCR: ""
 vulpera_inf_b_2: "£unit_2£ Vulpera Warrior"
 vulpera_inf_b_2DESCR: ""
 vulpera_inf_c_2: "£unit_2£ Vulpera Spellcaster"
 vulpera_inf_c_2DESCR: ""
 vulpera_cav_a_2: "£unit_2£ Vulpera Light Cavalry"
 vulpera_cav_a_2DESCR: ""
 vulpera_cav_b_2: "£unit_2£ Vulpera Heavy Cavalry"
 vulpera_cav_b_2DESCR: ""
 vulpera_art_a_2: "£unit_2£ Vulpera Catapult"
 vulpera_art_a_2DESCR: ""
 vulpera_art_b_2: "£unit_2£ Vulpera Trebuchet"
 vulpera_art_b_2DESCR: ""
 vulpera_inf_a_3: "£unit_3£ Vulpera Archer"
 vulpera_inf_a_3DESCR: ""
 vulpera_inf_b_3: "£unit_3£ Vulpera Warrior"
 vulpera_inf_b_3DESCR: ""
 vulpera_inf_c_3: "£unit_3£ Vulpera Spellcaster"
 vulpera_inf_c_3DESCR: ""
 vulpera_cav_a_3: "£unit_3£ Vulpera Light Cavalry"
 vulpera_cav_a_3DESCR: ""
 vulpera_cav_b_3: "£unit_3£ Vulpera Heavy Cavalry"
 vulpera_cav_b_3DESCR: ""
 vulpera_art_a_3: "£unit_3£ Vulpera Catapult"
 vulpera_art_a_3DESCR: ""
 vulpera_art_b_3: "£unit_3£ Vulpera Trebuchet"
 vulpera_art_b_3DESCR: ""
 vulpera_inf_a_4: "£unit_4£ Vulpera Archer"
 vulpera_inf_a_4DESCR: ""
 vulpera_inf_b_4: "£unit_4£ Vulpera Warrior"
 vulpera_inf_b_4DESCR: ""
 vulpera_inf_c_4: "£unit_4£ Vulpera Spellcaster"
 vulpera_inf_c_4DESCR: ""
 vulpera_cav_a_4: "£unit_4£ Vulpera Light Cavalry"
 vulpera_cav_a_4DESCR: ""
 vulpera_cav_b_4: "£unit_4£ Vulpera Heavy Cavalry"
 vulpera_cav_b_4DESCR: ""
 vulpera_art_a_4: "£unit_4£ Vulpera Catapult"
 vulpera_art_a_4DESCR: ""
 vulpera_art_b_4: "£unit_4£ Vulpera Trebuchet"
 vulpera_art_b_4DESCR: ""
 vulpera_inf_a_5: "£unit_5£ Vulpera Archer"
 vulpera_inf_a_5DESCR: ""
 vulpera_inf_b_5: "£unit_5£ Vulpera Warrior"
 vulpera_inf_b_5DESCR: ""
 vulpera_inf_c_5: "£unit_5£ Vulpera Spellcaster"
 vulpera_inf_c_5DESCR: ""
 vulpera_cav_a_5: "£unit_5£ Vulpera Light Cavalry"
 vulpera_cav_a_5DESCR: ""
 vulpera_cav_b_5: "£unit_5£ Vulpera Heavy Cavalry"
 vulpera_cav_b_5DESCR: ""
 vulpera_art_a_5: "£unit_5£ Vulpera Catapult"
 vulpera_art_a_5DESCR: ""
 vulpera_art_b_5: "£unit_5£ Vulpera Trebuchet"
 vulpera_art_b_5DESCR: ""

 illidari_inf_a_1: "£unit_1£ Illidari Archer"
 illidari_inf_a_1DESCR: ""
 illidari_inf_b_1: "£unit_1£ Illidari Warrior"
 illidari_inf_b_1DESCR: ""
 illidari_inf_c_1: "£unit_1£ Illidari Spellcaster"
 illidari_inf_c_1DESCR: ""
 illidari_cav_a_1: "£unit_1£ Illidari Light Cavalry"
 illidari_cav_a_1DESCR: ""
 illidari_cav_b_1: "£unit_1£ Illidari Heavy Cavalry"
 illidari_cav_b_1DESCR: ""
 illidari_art_a_1: "£unit_1£ Illidari Catapult"
 illidari_art_a_1DESCR: ""
 illidari_art_b_1: "£unit_1£ Illidari Trebuchet"
 illidari_art_b_1DESCR: ""
 illidari_inf_a_2: "£unit_2£ Illidari Archer"
 illidari_inf_a_2DESCR: ""
 illidari_inf_b_2: "£unit_2£ Illidari Warrior"
 illidari_inf_b_2DESCR: ""
 illidari_inf_c_2: "£unit_2£ Illidari Spellcaster"
 illidari_inf_c_2DESCR: ""
 illidari_cav_a_2: "£unit_2£ Illidari Light Cavalry"
 illidari_cav_a_2DESCR: ""
 illidari_cav_b_2: "£unit_2£ Illidari Heavy Cavalry"
 illidari_cav_b_2DESCR: ""
 illidari_art_a_2: "£unit_2£ Illidari Catapult"
 illidari_art_a_2DESCR: ""
 illidari_art_b_2: "£unit_2£ Illidari Trebuchet"
 illidari_art_b_2DESCR: ""
 illidari_inf_a_3: "£unit_3£ Illidari Archer"
 illidari_inf_a_3DESCR: ""
 illidari_inf_b_3: "£unit_3£ Illidari Warrior"
 illidari_inf_b_3DESCR: ""
 illidari_inf_c_3: "£unit_3£ Illidari Spellcaster"
 illidari_inf_c_3DESCR: ""
 illidari_cav_a_3: "£unit_3£ Illidari Light Cavalry"
 illidari_cav_a_3DESCR: ""
 illidari_cav_b_3: "£unit_3£ Illidari Heavy Cavalry"
 illidari_cav_b_3DESCR: ""
 illidari_art_a_3: "£unit_3£ Illidari Catapult"
 illidari_art_a_3DESCR: ""
 illidari_art_b_3: "£unit_3£ Illidari Trebuchet"
 illidari_art_b_3DESCR: ""
 illidari_inf_a_4: "£unit_4£ Illidari Archer"
 illidari_inf_a_4DESCR: ""
 illidari_inf_b_4: "£unit_4£ Illidari Warrior"
 illidari_inf_b_4DESCR: ""
